Area,Item,Year,Export Quantity (t),Export Value (1000 USD),Import Quantity (t),Import Value (1000 USD)
Austria,"Milk, Total",2009,860954.59,415690.0,401517.19,198055.0
Austria,"Milk, Total",2010,835120.8,434329.0,394181.69,213392.0
Austria,"Milk, Total",2011,835687.9,502551.0,394148.59,244004.0
Austria,"Milk, Total",2012,903105.5,476564.0,361176.2,212477.0
Austria,"Milk, Total",2013,873204.0,558127.0,356634.19,257060.0
Austria,"Milk, Total",2014,851551.06,559885.34,400399.33,289571.76
Austria,"Milk, Total",2015,859551.0,427190.03,438908.27,229313.75
Austria,"Milk, Total",2016,831146.76,410172.5,479972.73,243937.7
Austria,"Milk, Total",2017,806997.06,445356.46,461015.91,274327.66
Austria,"Milk, Total",2018,856506.23,476794.7,483160.56,311780.4
Austria,"Milk, Total",2019,806306.24,450156.84,422391.19,253447.38
Austria,"Milk, Total",2020,813441.57,494421.85,424620.36,267786.3
Austria,"Milk, Total",2021,762636.14,504241.95,400083.93,268591.69
Austria,"Milk, Total",2022,769626.11,578945.4,448651.06,346182.56
Austria,"Hen eggs in shell, fresh",2000,797.0,1448.0,9847.0,14309.0
Austria,"Hen eggs in shell, fresh",2001,1463.0,2157.0,12095.0,15511.0
Austria,"Hen eggs in shell, fresh",2002,2018.0,2691.0,14680.0,16978.0
Austria,"Hen eggs in shell, fresh",2003,5326.0,8346.0,21093.0,29308.0
Austria,"Hen eggs in shell, fresh",2004,4191.0,7378.0,17944.0,22818.0
Austria,"Hen eggs in shell, fresh",2005,3765.0,5430.0,19447.0,26011.0
Austria,"Hen eggs in shell, fresh",2006,4176.0,5255.0,20568.0,26308.0
Austria,"Hen eggs in shell, fresh",2007,6013.0,10129.0,18759.0,35282.0
Austria,"Hen eggs in shell, fresh",2008,5310.0,12337.0,18230.0,39440.0
Austria,"Hen eggs in shell, fresh",2009,5570.0,14418.0,22466.0,45963.0
Austria,"Hen eggs in shell, fresh",2010,6079.0,14838.0,22398.0,38437.0
Austria,"Hen eggs in shell, fresh",2011,8151.0,16094.0,18098.0,30915.0
Austria,"Hen eggs in shell, fresh",2012,5269.0,12498.0,10821.0,24099.0
Austria,"Hen eggs in shell, fresh",2013,2236.0,6825.0,13815.0,25336.0
Austria,"Hen eggs in shell, fresh",2014,2571.23,8670.0,18556.34,32028.0
Austria,"Hen eggs in shell, fresh",2015,2471.76,8159.0,20115.68,30053.0
Austria,"Hen eggs in shell, fresh",2016,4027.12,10700.0,19739.65,28322.0
Austria,"Hen eggs in shell, fresh",2017,3946.4,9961.0,23179.43,36252.0
Austria,"Hen eggs in shell, fresh",2018,3554.13,10955.0,26958.44,42485.0
Austria,"Hen eggs in shell, fresh",2019,4141.84,11263.0,30924.41,41814.0
Austria,"Hen eggs in shell, fresh",2020,5466.1,12734.0,25945.38,36230.0
Austria,"Hen eggs in shell, fresh",2021,3657.38,9207.0,15128.41,23780.0
Austria,"Hen eggs in shell, fresh",2022,3060.24,8592.0,18365.87,35436.0
Austria,"Meat, Total",2000,10422.058333333332,23856.235,8854.322222222221,26556.702222222222
Austria,"Meat, Total",2001,12872.075,26404.833333333332,10007.533333333333,30894.944444444445
Austria,"Meat, Total",2002,13407.672222222223,29916.0,10718.95,32517.555555555555
Austria,"Meat, Total",2003,15345.81111111111,39956.5,11814.375,41991.11111111111
Austria,"Meat, Total",2004,14672.931578947366,42887.0,12148.492105263156,44680.15789473684
Austria,"Meat, Total",2005,15876.594736842104,47411.0,15456.98947368421,52853.89473684211
Austria,"Meat, Total",2006,17072.644736842107,53107.26315789474,14968.005263157893,53674.42105263158
Austria,"Meat, Total",2007,19982.055263157894,66682.31578947368,17212.64736842105,71847.47368421052
Austria,"Meat, Total",2008,21577.723684210527,83504.36842105263,17484.11315789474,81222.05263157895
Austria,"Meat, Total",2009,23093.64210526316,82426.36842105263,18853.38157894737,80511.31578947368
Austria,"Meat, Total",2010,25380.563157894736,84302.42105263157,21196.715789473685,86155.1052631579
Austria,"Meat, Total",2011,25542.305263157894,98935.52631578948,21196.257894736842,101642.73684210527
Austria,"Meat, Total",2012,26017.02105263158,99694.1052631579,22339.968421052632,100015.47368421052
Austria,"Meat, Total",2013,26388.194736842106,107216.57894736843,21713.052631578947,101354.15789473684
Austria,"Meat, Total",2014,26240.637142857144,102001.64,22287.763809523807,99438.51761904762
Austria,"Meat, Total",2015,26215.47142857143,86912.76095238095,21961.77571428571,83281.13476190476
Austria,"Meat, Total",2016,25573.532380952383,84964.31714285715,24111.404285714285,86494.86857142857
Austria,"Meat, Total",2017,25966.099047619045,93307.25523809523,23297.83095238095,90967.38
Austria,"Meat, Total",2018,26322.068571428576,98287.52857142857,23891.002857142856,98331.6780952381
Austria,"Meat, Total",2019,27818.960952380956,95806.1461904762,25085.858095238094,94071.32238095238
Austria,"Meat, Total",2020,26377.967619047617,93480.69952380953,23629.964500000002,82016.8495
Austria,"Meat, Total",2021,27741.60380952381,106023.79857142858,23211.11142857143,86152.11714285714
Austria,"Meat, Total",2022,26524.61857142857,116464.40476190476,25719.173333333332,112675.52380952382
Austria,Raw milk of cattle,2000,348353.0,102391.0,6521.0,3352.0
Austria,Raw milk of cattle,2001,378148.0,129030.0,6275.0,2774.0
Austria,Raw milk of cattle,2002,292126.0,104027.0,5426.0,2448.0
Austria,Raw milk of cattle,2003,259251.0,107491.0,15768.0,7597.0
Austria,Raw milk of cattle,2004,291608.0,130014.0,23078.0,12181.0
Austria,Raw milk of cattle,2005,294819.0,132286.0,32519.0,16984.0
Austria,Raw milk of cattle,2006,359557.0,168973.0,32323.0,17127.0
Austria,Raw milk of cattle,2007,402492.0,237719.0,36599.0,22392.0
Austria,Raw milk of cattle,2008,490335.0,337077.0,32282.0,24177.0
Austria,Raw milk of cattle,2009,516213.0,265682.0,29708.0,18090.0
Austria,Raw milk of cattle,2010,554114.0,288218.0,49317.0,25750.0
Austria,Raw milk of cattle,2011,605828.0,355969.0,60620.0,35519.0
Austria,Raw milk of cattle,2012,634776.0,332266.0,74987.0,44443.0
Austria,Raw milk of cattle,2013,609499.0,378428.0,54466.0,39819.0
Austria,Raw milk of cattle,2014,587755.62,377598.0,71180.2,47213.0
Austria,Raw milk of cattle,2015,573173.2,272564.0,79740.69,39982.0
Austria,Raw milk of cattle,2016,531937.66,238069.0,113630.98,49409.0
Austria,Raw milk of cattle,2017,541802.55,281442.0,96073.1,46686.0
Austria,Raw milk of cattle,2018,508387.49,272382.0,122855.93,70951.0
Austria,Raw milk of cattle,2019,506950.09,268346.0,99376.85,51454.0
Austria,Raw milk of cattle,2020,516086.72,295453.0,107373.25,59883.0
Austria,Raw milk of cattle,2021,453838.5,280978.0,103522.46,64683.0
Austria,Raw milk of cattle,2022,435191.8,300292.0,98992.88,57818.0
Austria,Wheat,2000,509823.0,74951.0,85250.0,11478.0
Austria,Wheat,2001,539481.0,81987.0,158268.0,18997.0
Austria,Wheat,2002,763255.0,111166.0,283353.0,32803.0
Austria,Wheat,2003,592378.0,114907.0,151516.0,22624.0
Austria,Wheat,2004,417406.0,87632.0,133736.0,24354.0
Austria,Wheat,2005,799601.0,138114.0,265840.0,35597.0
Austria,Wheat,2006,573874.0,109832.0,288768.0,43760.0
Austria,Wheat,2007,590187.0,183296.0,272081.0,74353.0
Austria,Wheat,2008,578637.0,237605.0,299627.0,91719.0
Austria,Wheat,2009,544204.0,144765.0,498489.0,94049.0
Austria,Wheat,2010,710045.0,202894.0,568585.0,119737.0
Austria,Wheat,2011,619754.0,248775.0,565923.0,171429.0
Austria,Wheat,2012,587833.0,205418.0,512434.0,151210.0
Austria,Wheat,2013,543329.0,205739.0,581813.0,168768.0
Austria,Wheat,2014,880504.72,290427.0,800077.55,202390.0
Austria,Wheat,2015,825290.05,236626.0,873559.21,187221.0
Austria,Wheat,2016,741327.19,192220.0,922677.31,169012.0
Austria,Wheat,2017,730976.42,195574.0,1011509.57,198302.0
Austria,Wheat,2018,630711.23,190680.0,901566.71,192262.0
Austria,Wheat,2019,670512.42,195367.0,896433.06,189134.0
Austria,Wheat,2020,619174.31,190907.0,1151670.05,238713.0
Austria,Wheat,2021,742693.74,253657.0,1189733.04,305548.0
Austria,Wheat,2022,647621.14,289490.0,1239184.57,432157.0
Belgium,Barley,2000,353920.0,39454.0,1220003.0,156753.0
Belgium,Barley,2001,84365.0,9710.0,1319323.0,165314.0
Belgium,Barley,2002,199786.0,22281.0,1222192.0,149279.0
Belgium,Barley,2003,201128.0,27528.0,1211224.0,177084.0
Belgium,Barley,2004,100471.0,15830.0,1338995.0,213374.0
Belgium,Barley,2005,403140.0,63217.0,1433301.0,210141.0
Belgium,Barley,2006,246928.0,37700.0,1443558.0,217735.0
Belgium,Barley,2007,236655.0,54986.0,1482899.0,325679.0
Belgium,Barley,2008,223995.0,74837.0,1783145.0,503001.0
Belgium,Barley,2009,186909.0,35203.0,1644697.0,364260.0
Belgium,Barley,2010,312321.0,63507.0,1923816.0,339713.0
Belgium,Barley,2011,168403.0,48571.0,1701062.0,443536.0
Belgium,Barley,2012,342001.0,104942.0,1774768.0,522182.0
Belgium,Barley,2013,311827.0,95150.0,1824499.0,546655.0
Belgium,Barley,2014,182956.1,46012.0,1732726.1,445092.0
Belgium,Barley,2015,222466.9,48403.0,1641809.9,341220.0
Belgium,Barley,2016,188173.23,35095.0,1706454.36,324416.0
Belgium,Barley,2017,207185.85,41084.0,1807140.23,351211.0
Belgium,Barley,2018,220778.55,54732.0,1747592.6,386189.0
Belgium,Barley,2019,214131.67,45758.0,2011362.84,437305.0
Belgium,Barley,2020,159687.34,35921.0,1942154.81,411919.0
Belgium,Barley,2021,115391.33,29971.0,2031718.73,508036.0
Belgium,Barley,2022,62944.71,21658.0,1894912.22,618828.0
Belgium,"Cereals, primary",2000,1524736.0,207447.1,5468533.0,714225.85
Belgium,"Cereals, primary",2001,692572.0,99706.0,5226288.0,665660.0
Belgium,"Cereals, primary",2002,854526.0,124517.0,5647580.0,723838.0
Belgium,"Cereals, primary",2003,1121343.0,194462.0,5693133.0,896674.0
Belgium,"Cereals, primary",2004,1251147.0,253945.0,5348749.0,968449.0
Belgium,"Cereals, primary",2005,1374464.0,241969.0,5637823.0,897665.0
Belgium,"Cereals, primary",2006,1439677.0,268653.0,5787476.0,993104.0
Belgium,"Cereals, primary",2007,1596302.0,460941.0,6486743.0,1687710.0
Belgium,"Cereals, primary",2008,1887409.0,724171.0,6747255.0,2268506.0
Belgium,"Cereals, primary",2009,1359341.0,331687.0,6278642.0,1472004.0
Belgium,"Cereals, primary",2010,1248208.0,316558.0,6756676.0,1428846.0
Belgium,"Cereals, primary",2011,1214690.0,443933.0,6564648.0,2002250.0
Belgium,"Cereals, primary",2012,1554740.0,537372.0,7722949.0,2316599.0
Belgium,"Cereals, primary",2013,1271081.0,462588.0,7062490.0,2272612.0
Belgium,"Cereals, primary",2014,1341770.2,430765.31,7389968.71,1989546.81
Belgium,"Cereals, primary",2015,1349193.18,372387.73,7411732.64,1622140.76
Belgium,"Cereals, primary",2016,1384267.29,317768.4,7844126.17,1577608.63
Belgium,"Cereals, primary",2017,1248174.3,316581.73,8365474.87,1750275.34
Belgium,"Cereals, primary",2018,1372717.84,363479.32,8284772.06,1817434.46
Belgium,"Cereals, primary",2019,1082594.5,280215.22,8164041.99,1818403.13
Belgium,"Cereals, primary",2020,1019044.33,296501.49,8018850.48,1818939.18
Belgium,"Cereals, primary",2021,986418.63,345880.19,8709138.87,2392766.39
Belgium,"Cereals, primary",2022,611502.42,256137.12,7830279.23,2698261.47
Belgium,"Milk, Total",2000,3530575.75,1184878.15,2942540.36,1057814.34
Belgium,"Milk, Total",2001,3219049.06,1228378.0,2530444.77,991518.0
Belgium,"Milk, Total",2002,3307677.76,1167511.0,2592619.46,971583.0
Belgium,"Milk, Total",2003,3180148.26,1387702.0,2657453.86,1216803.0
Belgium,"Milk, Total",2004,3562540.35,1687848.0,2927050.46,1443133.0
Belgium,"Milk, Total",2005,3292801.26,1616320.0,2750005.16,1342192.0
Belgium,"Milk, Total",2006,3274814.36,1619146.0,2871024.76,1345357.0
Belgium,"Milk, Total",2007,3480371.16,2297912.0,2960141.56,1810711.0
Belgium,"Milk, Total",2008,3670527.05,2486194.0,2775993.06,1767684.0
Belgium,"Milk, Total",2009,3820123.35,2026787.0,2858642.96,1356621.0
Belgium,"Milk, Total",2010,4193365.95,2474685.0,3012455.86,1664535.0
Belgium,"Milk, Total",2011,4200495.35,2820072.0,3295146.96,2160823.0
Belgium,"Milk, Total",2012,4039679.85,2241946.0,3072394.46,1622991.0
Belgium,"Milk, Total",2013,3861691.35,2550380.0,2995922.26,1936249.0
Belgium,"Milk, Total",2014,4331352.81,2861408.47,3184189.64,2039129.1
Belgium,"Milk, Total",2015,4206082.89,1943283.14,3215997.61,1399345.65
Belgium,"Milk, Total",2016,4187461.68,1893502.64,3312890.49,1440449.04
Belgium,"Milk, Total",2017,4601515.65,2539650.55,3768485.98,2060881.05
Belgium,"Milk, Total",2018,4943951.24,2701969.79,3767254.5,2062756.69
Belgium,"Milk, Total",2019,5067205.31,2597465.93,3623390.13,1796865.88
Belgium,"Milk, Total",2020,4756922.79,2608184.05,3100942.66,1705331.64
Belgium,"Milk, Total",2021,4623441.98,2776700.47,3250320.31,1933270.01
Belgium,"Milk, Total",2022,4766024.98,3521282.06,3779780.94,2478606.64
Belgium,"Hen eggs in shell, fresh",2000,76228.0,58161.0,29052.0,30519.0
Belgium,"Hen eggs in shell, fresh",2001,74489.0,55913.0,31801.0,28375.0
Belgium,"Hen eggs in shell, fresh",2002,86216.0,67097.0,32367.0,29327.0
Belgium,"Hen eggs in shell, fresh",2003,81601.0,95410.0,37306.0,47749.0
Belgium,"Hen eggs in shell, fresh",2004,77193.0,75068.0,47387.0,49669.0
Belgium,"Hen eggs in shell, fresh",2005,75663.0,71553.0,42300.0,42230.0
Belgium,"Hen eggs in shell, fresh",2006,78772.0,84591.0,36196.0,47065.0
Belgium,"Hen eggs in shell, fresh",2007,63388.0,96207.0,40036.0,65753.0
Belgium,"Hen eggs in shell, fresh",2008,65992.0,102051.0,46681.0,87712.0
Belgium,"Hen eggs in shell, fresh",2009,69558.0,124070.0,43475.0,89743.0
Belgium,"Hen eggs in shell, fresh",2010,78354.0,130240.0,60931.0,94204.0
Belgium,"Hen eggs in shell, fresh",2011,46382.0,117246.0,56693.0,97608.0
Belgium,"Hen eggs in shell, fresh",2012,53862.0,118964.0,47030.0,95346.0
Belgium,"Hen eggs in shell, fresh",2013,67729.0,134891.0,52743.0,103597.0
Belgium,"Hen eggs in shell, fresh",2014,58461.24,152305.0,54172.93,105097.0
Belgium,"Hen eggs in shell, fresh",2015,60092.74,168645.0,56847.77,105879.0
Belgium,"Hen eggs in shell, fresh",2016,61466.26,155615.0,70067.13,112914.0
Belgium,"Hen eggs in shell, fresh",2017,78835.43,164303.0,77464.38,147276.0
Belgium,"Hen eggs in shell, fresh",2018,134805.32,187523.0,59488.96,145637.0
Belgium,"Hen eggs in shell, fresh",2019,86659.5,158157.0,90510.89,144797.0
Belgium,"Hen eggs in shell, fresh",2020,93553.26,182987.0,132848.36,144051.0
Belgium,"Hen eggs in shell, fresh",2021,93370.9,189417.0,124081.75,154147.0
Belgium,"Hen eggs in shell, fresh",2022,99054.31,192226.0,185841.83,185028.0
Belgium,"Meat, Total",2000,74770.82222222222,126379.96388888889,39149.70277777778,78348.20277777777
Belgium,"Meat, Total",2001,75153.31111111112,111152.95454545454,44728.175,70278.77272727272
Belgium,"Meat, Total",2002,83368.57777777777,120829.27272727272,47338.336111111115,73627.68181818182
Belgium,"Meat, Total",2003,80775.93333333333,142607.45454545456,47092.17222222222,99811.31818181818
Belgium,"Meat, Total",2004,91080.97777777778,171645.86363636365,49837.03333333333,115868.22727272728
Belgium,"Meat, Total",2005,84142.00833333333,178288.86363636365,51909.88333333333,125527.40909090909
Belgium,"Meat, Total",2006,91079.41388888888,182803.0,49794.680555555555,124383.63636363637
Belgium,"Meat, Total",2007,85425.03611111111,214709.27272727274,51571.53611111111,145557.0909090909
Belgium,"Meat, Total",2008,88350.95555555556,245356.5909090909,53706.430555555555,170501.04545454544
Belgium,"Meat, Total",2009,92702.525,233881.0,53969.81666666667,157387.0
Belgium,"Meat, Total",2010,103306.06388888888,246220.22727272726,56952.774999999994,155018.4090909091
Belgium,"Meat, Total",2011,108227.81111111112,283015.2272727273,61188.125,180990.95454545456
Belgium,"Meat, Total",2012,114104.12222222221,273864.7727272727,66229.87222222221,174506.81818181818
Belgium,"Meat, Total",2013,109868.67499999999,270369.63636363635,64685.958333333336,175653.36363636365
Belgium,"Meat, Total",2014,94233.94136363636,284587.70772727276,54534.90272727273,189137.8081818182
Belgium,"Meat, Total",2015,103915.19954545452,252741.03045454546,57270.36136363636,158183.745
Belgium,"Meat, Total",2016,103206.86545454546,248148.1009090909,54545.88409090909,150933.45272727273
Belgium,"Meat, Total",2017,120157.3390909091,282163.76045454544,61619.965454545454,163084.35590909093
Belgium,"Meat, Total",2018,117368.08318181819,296526.9959090909,60766.63545454545,178596.02909090908
Belgium,"Meat, Total",2019,103336.8390909091,251196.61136363636,64433.160454545454,168066.39636363636
Belgium,"Meat, Total",2020,106229.66904761904,256785.38476190477,62664.788095238095,173760.19761904763
Belgium,"Meat, Total",2021,103184.39363636365,277356.10318181815,62615.545,181523.4381818182
Belgium,"Meat, Total",2022,96551.77409090908,306605.5609090909,61748.03863636364,198484.06863636363
Belgium,Raw milk of cattle,2000,638997.0,211986.0,637797.0,203187.0
Belgium,Raw milk of cattle,2001,680987.0,237238.0,650478.0,215713.0
Belgium,Raw milk of cattle,2002,658099.0,238567.0,707633.0,240589.0
Belgium,Raw milk of cattle,2003,593871.0,256519.0,745602.0,293544.0
Belgium,Raw milk of cattle,2004,584213.0,266556.0,703218.0,298474.0
Belgium,Raw milk of cattle,2005,501634.0,219717.0,669353.0,268849.0
Belgium,Raw milk of cattle,2006,527058.0,234008.0,649453.0,259423.0
Belgium,Raw milk of cattle,2007,569997.0,319503.0,619542.0,321447.0
Belgium,Raw milk of cattle,2008,581987.0,358400.0,611296.0,353922.0
Belgium,Raw milk of cattle,2009,638653.0,310670.0,640700.0,266192.0
Belgium,Raw milk of cattle,2010,707589.0,353057.0,648044.0,299352.0
Belgium,Raw milk of cattle,2011,696791.0,390032.0,734875.0,391930.0
Belgium,Raw milk of cattle,2012,730916.0,372395.0,827319.0,377691.0
Belgium,Raw milk of cattle,2013,541977.0,337357.0,808154.0,456874.0
Belgium,Raw milk of cattle,2014,627069.13,385670.0,1023035.1,573743.0
Belgium,Raw milk of cattle,2015,812053.87,368100.0,1105638.97,412594.0
Belgium,Raw milk of cattle,2016,616019.15,265585.0,1128558.8,399175.0
Belgium,Raw milk of cattle,2017,704435.96,362320.0,1039152.15,428154.0
Belgium,Raw milk of cattle,2018,629039.95,327096.0,943425.48,418708.0
Belgium,Raw milk of cattle,2019,665841.07,333273.0,645869.39,267207.0
Belgium,Raw milk of cattle,2020,666444.91,345620.0,574398.73,264099.0
Belgium,Raw milk of cattle,2021,791957.15,416695.0,606688.16,297516.0
Belgium,Raw milk of cattle,2022,888593.49,530411.0,564667.25,328702.0
Belgium,Wheat,2000,1093209.0,145754.0,3581041.0,440184.0
Belgium,Wheat,2001,503625.0,62396.0,3191437.0,380745.0
Belgium,Wheat,2002,505561.0,67536.0,3558075.0,429262.0
Belgium,Wheat,2003,692984.0,113954.0,3510144.0,533093.0
Belgium,Wheat,2004,892784.0,173678.0,3125192.0,555239.0
Belgium,Wheat,2005,800593.0,134338.0,3434944.0,522071.0
Belgium,Wheat,2006,885870.0,156755.0,3459994.0,575956.0
Belgium,Wheat,2007,863090.0,251966.0,3454100.0,938025.0
Belgium,Wheat,2008,975384.0,411447.0,3114544.0,1151471.0
Belgium,Wheat,2009,768865.0,190645.0,3583802.0,803496.0
Belgium,Wheat,2010,717596.0,183215.0,3813394.0,803447.0
Belgium,Wheat,2011,577528.0,227107.0,3377584.0,1047205.0
Belgium,Wheat,2012,648583.0,242203.0,3995298.0,1221087.0
Belgium,Wheat,2013,622055.0,243563.0,3514945.0,1132744.0
Belgium,Wheat,2014,741351.01,253875.0,3758993.89,1020275.0
Belgium,Wheat,2015,902070.47,252991.0,4050058.22,879938.0
Belgium,Wheat,2016,802544.0,177774.0,4360987.31,844208.0
Belgium,Wheat,2017,712994.06,185384.0,4575143.01,935216.0
Belgium,Wheat,2018,757848.98,198598.0,4328195.36,907017.0
Belgium,Wheat,2019,602669.71,156094.0,3876059.02,846325.0
Belgium,Wheat,2020,637847.61,185177.0,3852303.34,859193.0
Belgium,Wheat,2021,581720.82,210593.0,4394683.07,1205883.0
Belgium,Wheat,2022,378141.87,157762.0,3730235.67,1301640.0
Brazil,Barley,2000,0.26,0.0,133719.8,19435.0
Brazil,Barley,2001,84154.0,7282.0,209108.0,29420.0
Brazil,Barley,2002,5.0,0.0,146983.0,20402.0
Brazil,Barley,2003,0.0,0.0,255473.0,39120.0
Brazil,Barley,2004,0.0,0.0,176404.0,34404.0
Brazil,Barley,2005,0.0,0.0,146316.0,22890.0
Brazil,Barley,2006,0.0,0.0,200105.0,35697.0
Brazil,Barley,2007,0.0,0.0,243098.0,46375.0
Brazil,Barley,2008,29352.0,7026.0,266999.0,89533.0
Brazil,Barley,2009,0.0,0.0,455620.0,109283.0
Brazil,Barley,2010,0.0,1.0,295805.0,70079.0
Brazil,Barley,2011,0.0,0.0,320164.0,100422.0
Brazil,Barley,2012,0.0,0.0,229649.0,76903.0
Brazil,Barley,2013,25751.0,6811.0,368453.0,128280.0
Brazil,Barley,2014,0.04,0.0,419877.01,132045.0
Brazil,Barley,2015,23530.59,4165.0,458833.33,137828.0
Brazil,Barley,2016,0.0,0.0,653779.17,169296.0
Brazil,Barley,2017,0.0,0.0,602121.06,146347.0
Brazil,Barley,2018,0.03,0.0,568426.96,137740.0
Brazil,Barley,2019,0.99,3.0,671337.33,189010.0
Brazil,Barley,2020,31.32,4.0,660539.85,180508.0
