Area,Item,Year,Producer Price (USD/tonne)
Brazil,"Cereals, primary",2002,116.8
Brazil,"Cereals, primary",2003,146.93333333333334
Brazil,"Cereals, primary",2004,153.46666666666667
Brazil,"Cereals, primary",2005,154.33333333333334
Brazil,"Cereals, primary",2006,161.93333333333334
Brazil,"Cereals, primary",2007,218.29999999999998
Brazil,"Cereals, primary",2008,283.40000000000003
Brazil,"Cereals, primary",2009,237.16666666666666
Brazil,"Cereals, primary",2010,252.79999999999998
Brazil,"Cereals, primary",2011,278.3333333333333
Brazil,"Cereals, primary",2012,271.4
Brazil,"Cereals, primary",2013,281.75
Brazil,"Cereals, primary",2014,266.15
Brazil,"Cereals, primary",2015,189.75
Brazil,"Cereals, primary",2016,220.65
Brazil,"Cereals, primary",2018,156.51250000000002
Brazil,"Cereals, primary",2019,157.9625
Brazil,"Cereals, primary",2020,164.3125
Brazil,"Cereals, primary",2021,230.925
Brazil,"Cereals, primary",2022,265.7
Canada,"Cereals, primary",2000,67.35
Canada,"Cereals, primary",2001,81.675
Canada,"Cereals, primary",2002,103.225
Canada,"Cereals, primary",2003,102.78
Canada,"Cereals, primary",2004,103.14000000000001
Canada,"Cereals, primary",2005,90.92
Canada,"Cereals, primary",2006,101.28
Canada,"Cereals, primary",2007,153.16
Canada,"Cereals, primary",2008,219.24
Canada,"Cereals, primary",2009,159.34
Canada,"Cereals, primary",2010,157.5
Canada,"Cereals, primary",2011,219.06
Canada,"Cereals, primary",2012,235.42
Canada,"Cereals, primary",2013,232.78000000000003
Canada,"Cereals, primary",2014,179.57999999999998
Canada,"Cereals, primary",2015,164.6
Canada,"Cereals, primary",2016,153.45999999999998
Canada,"Cereals, primary",2017,148.35999999999999
Canada,"Cereals, primary",2018,160.52
Canada,"Cereals, primary",2019,166.2
Canada,"Cereals, primary",2020,164.1
Canada,"Cereals, primary",2021,220.9
Canada,"Cereals, primary",2022,292.36
Denmark,"Cereals, primary",2000,109.6
Denmark,"Cereals, primary",2001,102.4
Denmark,"Cereals, primary",2002,96.8
Denmark,"Cereals, primary",2003,117.3
Denmark,"Cereals, primary",2004,136.64000000000001
Denmark,"Cereals, primary",2005,123.55999999999999
Denmark,"Cereals, primary",2006,136.04000000000002
Denmark,"Cereals, primary",2007,233.76
Denmark,"Cereals, primary",2008,264.84
Denmark,"Cereals, primary",2009,151.1
Denmark,"Cereals, primary",2010,172.88
Denmark,"Cereals, primary",2011,251.56
Denmark,"Cereals, primary",2012,264.5
Denmark,"Cereals, primary",2013,238.92
Denmark,"Cereals, primary",2014,196.76
Denmark,"Cereals, primary",2015,162.4
Denmark,"Cereals, primary",2016,146.42000000000002
Denmark,"Cereals, primary",2017,158.12
Denmark,"Cereals, primary",2018,196.44
Denmark,"Cereals, primary",2019,182.61999999999998
Denmark,"Cereals, primary",2020,175.34
Denmark,"Cereals, primary",2021,214.48000000000002
Denmark,"Cereals, primary",2022,277.14
Finland,"Cereals, primary",2000,115.975
Finland,"Cereals, primary",2001,108.4
Finland,"Cereals, primary",2002,110.35
Finland,"Cereals, primary",2003,126.675
Finland,"Cereals, primary",2004,135.025
Finland,"Cereals, primary",2005,127.775
Finland,"Cereals, primary",2006,144.275
Finland,"Cereals, primary",2007,221.72500000000002
Finland,"Cereals, primary",2008,254.47500000000002
Finland,"Cereals, primary",2009,154.925
Finland,"Cereals, primary",2010,177.65
Finland,"Cereals, primary",2011,247.77499999999998
Finland,"Cereals, primary",2012,253.75
Finland,"Cereals, primary",2013,254.0
Finland,"Cereals, primary",2014,206.925
Finland,"Cereals, primary",2015,174.475
Finland,"Cereals, primary",2016,158.85
Finland,"Cereals, primary",2017,165.775
Finland,"Cereals, primary",2018,214.325
Finland,"Cereals, primary",2019,190.05
Finland,"Cereals, primary",2020,177.625
Finland,"Cereals, primary",2021,220.575
Finland,"Cereals, primary",2022,328.55
France,"Cereals, primary",2000,115.41428571428571
France,"Cereals, primary",2001,115.55714285714285
France,"Cereals, primary",2002,105.9375
France,"Cereals, primary",2003,136.7
France,"Cereals, primary",2004,118.8
France,"Cereals, primary",2005,126.10000000000001
France,"Cereals, primary",2006,159.95714285714286
France,"Cereals, primary",2007,259.31428571428575
France,"Cereals, primary",2008,236.6142857142857
France,"Cereals, primary",2009,170.82857142857145
France,"Cereals, primary",2010,241.9
France,"Cereals, primary",2011,275.0571428571429
France,"Cereals, primary",2012,279.9142857142857
France,"Cereals, primary",2013,233.5142857142857
France,"Cereals, primary",2014,223.41428571428568
France,"Cereals, primary",2015,196.05714285714288
France,"Cereals, primary",2016,191.05714285714288
France,"Cereals, primary",2017,185.5625
France,"Cereals, primary",2018,212.375
France,"Cereals, primary",2019,199.2375
France,"Cereals, primary",2020,215.94285714285712
France,"Cereals, primary",2021,245.86666666666667
Germany,"Cereals, primary",2000,100.11666666666667
Germany,"Cereals, primary",2001,93.43333333333334
Germany,"Cereals, primary",2002,88.28333333333335
Germany,"Cereals, primary",2003,115.69999999999999
Germany,"Cereals, primary",2004,141.73333333333335
Germany,"Cereals, primary",2005,110.88333333333333
Germany,"Cereals, primary",2006,134.04999999999998
Germany,"Cereals, primary",2007,235.88333333333333
Germany,"Cereals, primary",2008,256.0833333333333
Germany,"Cereals, primary",2009,146.33333333333334
Germany,"Cereals, primary",2010,181.83333333333334
Germany,"Cereals, primary",2011,272.34999999999997
Germany,"Cereals, primary",2012,267.68333333333334
Germany,"Cereals, primary",2013,245.6833333333333
Germany,"Cereals, primary",2014,206.5666666666667
Germany,"Cereals, primary",2015,162.54999999999998
Germany,"Cereals, primary",2016,147.41666666666666
Germany,"Cereals, primary",2017,163.31666666666666
Germany,"Cereals, primary",2018,191.58333333333334
Germany,"Cereals, primary",2019,179.13333333333333
Germany,"Cereals, primary",2020,179.11666666666667
Germany,"Cereals, primary",2021,234.91666666666666
Germany,"Cereals, primary",2022,304.8333333333333
Hungary,"Cereals, primary",2000,114.3111111111111
Hungary,"Cereals, primary",2001,114.82222222222224
Hungary,"Cereals, primary",2002,103.54444444444444
Hungary,"Cereals, primary",2003,146.13333333333333
Hungary,"Cereals, primary",2004,143.63333333333333
Hungary,"Cereals, primary",2005,134.53333333333333
Hungary,"Cereals, primary",2006,133.34444444444443
Hungary,"Cereals, primary",2007,242.4111111111111
Hungary,"Cereals, primary",2008,245.81111111111113
Hungary,"Cereals, primary",2009,147.05
Hungary,"Cereals, primary",2010,177.3875
Hungary,"Cereals, primary",2011,262.1333333333333
Hungary,"Cereals, primary",2012,280.4375
Hungary,"Cereals, primary",2013,247.7375
Hungary,"Cereals, primary",2014,225.38888888888889
Hungary,"Cereals, primary",2015,178.45555555555555
Hungary,"Cereals, primary",2016,153.0
Hungary,"Cereals, primary",2017,159.075
Hungary,"Cereals, primary",2018,184.425
Hungary,"Cereals, primary",2019,180.2375
Hungary,"Cereals, primary",2020,155.04285714285714
Hungary,"Cereals, primary",2021,213.02857142857144
Hungary,"Cereals, primary",2022,327.4714285714286
India,"Cereals, primary",2000,120.96666666666665
India,"Cereals, primary",2001,115.03333333333335
India,"Cereals, primary",2002,118.46666666666665
India,"Cereals, primary",2003,124.35000000000001
India,"Cereals, primary",2004,145.15
India,"Cereals, primary",2005,159.01666666666665
India,"Cereals, primary",2006,186.91666666666666
India,"Cereals, primary",2007,241.8
India,"Cereals, primary",2008,240.71666666666667
Ireland,"Cereals, primary",2000,95.16666666666667
Ireland,"Cereals, primary",2001,95.46666666666665
Ireland,"Cereals, primary",2002,90.36666666666667
Ireland,"Cereals, primary",2003,126.39999999999999
Ireland,"Cereals, primary",2004,126.66666666666667
Ireland,"Cereals, primary",2005,128.5
Ireland,"Cereals, primary",2006,150.56666666666666
Ireland,"Cereals, primary",2007,261.8666666666667
Ireland,"Cereals, primary",2008,194.33333333333334
Ireland,"Cereals, primary",2009,138.0
Ireland,"Cereals, primary",2010,204.76666666666665
Ireland,"Cereals, primary",2011,240.0666666666667
Ireland,"Cereals, primary",2012,276.3333333333333
Ireland,"Cereals, primary",2013,208.0
Ireland,"Cereals, primary",2016,148.35
Ireland,"Cereals, primary",2017,159.85
Ireland,"Cereals, primary",2018,240.85000000000002
Ireland,"Cereals, primary",2019,162.95
Ireland,"Cereals, primary",2020,182.0
Ireland,"Cereals, primary",2021,230.0
Ireland,"Cereals, primary",2022,307.8
Italy,"Cereals, primary",2000,179.98
Italy,"Cereals, primary",2001,178.18
Italy,"Cereals, primary",2002,170.0
Italy,"Cereals, primary",2003,202.9
Italy,"Cereals, primary",2004,224.0
Italy,"Cereals, primary",2005,186.26666666666665
Italy,"Cereals, primary",2006,223.95000000000002
Italy,"Cereals, primary",2007,291.1666666666667
Italy,"Cereals, primary",2008,401.84000000000003
Italy,"Cereals, primary",2009,299.88
Italy,"Cereals, primary",2010,305.35
Italy,"Cereals, primary",2011,414.275
Italy,"Cereals, primary",2012,354.025
Italy,"Cereals, primary",2013,354.04999999999995
Italy,"Cereals, primary",2014,390.15
Italy,"Cereals, primary",2015,317.9
Italy,"Cereals, primary",2016,279.175
Italy,"Cereals, primary",2017,254.0
Italy,"Cereals, primary",2018,286.5
Italy,"Cereals, primary",2019,293.675
Italy,"Cereals, primary",2020,301.825
Italy,"Cereals, primary",2021,369.55
Italy,"Cereals, primary",2022,455.82500000000005
Netherlands (Kingdom of the),"Cereals, primary",2000,102.26
Netherlands (Kingdom of the),"Cereals, primary",2001,96.15
Netherlands (Kingdom of the),"Cereals, primary",2002,92.3
Netherlands (Kingdom of the),"Cereals, primary",2003,123.68333333333332
Netherlands (Kingdom of the),"Cereals, primary",2004,126.78333333333335
Netherlands (Kingdom of the),"Cereals, primary",2005,121.66666666666667
Netherlands (Kingdom of the),"Cereals, primary",2006,156.28333333333333
Netherlands (Kingdom of the),"Cereals, primary",2007,264.8666666666667
Netherlands (Kingdom of the),"Cereals, primary",2008,218.51666666666665
Netherlands (Kingdom of the),"Cereals, primary",2009,141.875
Netherlands (Kingdom of the),"Cereals, primary",2010,221.4
Netherlands (Kingdom of the),"Cereals, primary",2011,270.7
Netherlands (Kingdom of the),"Cereals, primary",2012,288.59999999999997
Netherlands (Kingdom of the),"Cereals, primary",2013,241.79999999999998
Netherlands (Kingdom of the),"Cereals, primary",2014,198.86666666666667
Netherlands (Kingdom of the),"Cereals, primary",2015,170.66666666666666
Netherlands (Kingdom of the),"Cereals, primary",2016,159.9333333333333
Netherlands (Kingdom of the),"Cereals, primary",2017,169.79999999999998
Netherlands (Kingdom of the),"Cereals, primary",2018,214.29999999999998
Netherlands (Kingdom of the),"Cereals, primary",2019,179.73333333333335
Netherlands (Kingdom of the),"Cereals, primary",2020,197.0666666666667
Netherlands (Kingdom of the),"Cereals, primary",2021,275.90000000000003
Netherlands (Kingdom of the),"Cereals, primary",2022,319.7
New Zealand,"Cereals, primary",2000,100.5
New Zealand,"Cereals, primary",2001,99.425
New Zealand,"Cereals, primary",2002,126.57499999999999
New Zealand,"Cereals, primary",2003,168.7
New Zealand,"Cereals, primary",2004,178.6
New Zealand,"Cereals, primary",2005,185.55
New Zealand,"Cereals, primary",2006,172.02499999999998
New Zealand,"Cereals, primary",2007,211.275
New Zealand,"Cereals, primary",2008,254.47500000000002
New Zealand,"Cereals, primary",2009,293.7
New Zealand,"Cereals, primary",2010,271.95
New Zealand,"Cereals, primary",2011,296.625
New Zealand,"Cereals, primary",2012,355.475
New Zealand,"Cereals, primary",2013,353.65
New Zealand,"Cereals, primary",2014,367.9
New Zealand,"Cereals, primary",2015,271.625
New Zealand,"Cereals, primary",2016,232.65
New Zealand,"Cereals, primary",2017,241.05
New Zealand,"Cereals, primary",2018,240.025
New Zealand,"Cereals, primary",2019,274.25
New Zealand,"Cereals, primary",2020,262.575
New Zealand,"Cereals, primary",2021,298.325
New Zealand,"Cereals, primary",2022,369.8
Poland,"Cereals, primary",2000,106.45714285714287
Poland,"Cereals, primary",2001,106.57142857142857
Poland,"Cereals, primary",2002,108.8
Poland,"Cereals, primary",2003,128.71428571428572
Poland,"Cereals, primary",2004,130.08571428571426
Poland,"Cereals, primary",2005,119.3
Poland,"Cereals, primary",2006,156.4
Poland,"Cereals, primary",2007,246.44285714285712
Poland,"Cereals, primary",2008,258.7285714285714
Poland,"Cereals, primary",2009,150.64285714285714
Poland,"Cereals, primary",2010,175.72857142857143
Poland,"Cereals, primary",2011,256.8285714285714
Poland,"Cereals, primary",2012,244.17142857142858
Poland,"Cereals, primary",2013,224.97142857142856
Poland,"Cereals, primary",2014,206.18571428571428
Poland,"Cereals, primary",2015,171.34285714285716
Poland,"Cereals, primary",2016,152.14285714285714
Poland,"Cereals, primary",2017,163.6
Poland,"Cereals, primary",2018,197.77142857142857
Poland,"Cereals, primary",2019,220.18571428571428
Poland,"Cereals, primary",2020,189.1
Poland,"Cereals, primary",2021,228.0
Poland,"Cereals, primary",2022,299.84285714285716
Romania,"Cereals, primary",2000,128.28
Romania,"Cereals, primary",2001,116.91666666666667
Romania,"Cereals, primary",2002,96.91666666666667
Romania,"Cereals, primary",2003,193.63333333333333
Romania,"Cereals, primary",2004,182.6
Romania,"Cereals, primary",2005,137.3
Romania,"Cereals, primary",2006,139.725
Romania,"Cereals, primary",2007,288.125
Romania,"Cereals, primary",2008,342.4
Romania,"Cereals, primary",2009,197.575
Romania,"Cereals, primary",2010,210.825
Romania,"Cereals, primary",2011,321.475
Romania,"Cereals, primary",2012,299.875
Romania,"Cereals, primary",2013,301.225
Romania,"Cereals, primary",2014,252.275
Romania,"Cereals, primary",2015,204.075
Romania,"Cereals, primary",2016,188.475
Romania,"Cereals, primary",2017,184.45
Romania,"Cereals, primary",2018,195.325
Romania,"Cereals, primary",2019,196.45
Romania,"Cereals, primary",2020,209.125
Romania,"Cereals, primary",2021,246.97500000000002
Romania,"Cereals, primary",2022,302.32500000000005
Spain,"Cereals, primary",2000,136.14285714285714
Spain,"Cereals, primary",2001,137.62857142857143
Spain,"Cereals, primary",2002,139.81428571428572
Spain,"Cereals, primary",2003,176.71428571428572
Spain,"Cereals, primary",2004,179.32857142857142
Spain,"Cereals, primary",2005,178.71428571428572
Spain,"Cereals, primary",2006,194.27777777777777
Spain,"Cereals, primary",2007,294.6
Spain,"Cereals, primary",2008,327.43333333333334
Spain,"Cereals, primary",2009,245.56666666666666
Spain,"Cereals, primary",2010,234.2875
Spain,"Cereals, primary",2011,293.9125
Spain,"Cereals, primary",2012,299.6875
Spain,"Cereals, primary",2013,264.8375
Spain,"Cereals, primary",2014,246.5625
Spain,"Cereals, primary",2015,230.36666666666667
Spain,"Cereals, primary",2016,207.52222222222224
Spain,"Cereals, primary",2017,218.10000000000002
Spain,"Cereals, primary",2018,233.07777777777775
Spain,"Cereals, primary",2019,237.44444444444446
Spain,"Cereals, primary",2020,244.38888888888889
Spain,"Cereals, primary",2021,310.9222222222222
Spain,"Cereals, primary",2022,376.44444444444446
Sweden,"Cereals, primary",2000,98.6
Sweden,"Cereals, primary",2001,93.72
Sweden,"Cereals, primary",2002,92.96000000000001
Sweden,"Cereals, primary",2003,111.58
Sweden,"Cereals, primary",2004,117.275
Sweden,"Cereals, primary",2005,115.7
Sweden,"Cereals, primary",2006,135.3
Sweden,"Cereals, primary",2007,251.32000000000002
Sweden,"Cereals, primary",2008,211.2
Sweden,"Cereals, primary",2009,118.62
Sweden,"Cereals, primary",2010,186.45999999999998
Sweden,"Cereals, primary",2011,246.7
Sweden,"Cereals, primary",2012,250.61999999999998
Sweden,"Cereals, primary",2013,220.14000000000001
Sweden,"Cereals, primary",2014,183.66
Sweden,"Cereals, primary",2015,143.34
Sweden,"Cereals, primary",2016,137.06
Sweden,"Cereals, primary",2017,140.84
Sweden,"Cereals, primary",2018,211.64000000000001
Sweden,"Cereals, primary",2019,143.38
Sweden,"Cereals, primary",2020,150.02
Sweden,"Cereals, primary",2021,208.8
Sweden,"Cereals, primary",2022,287.58000000000004
United States of America,"Cereals, primary",2000,104.75
United States of America,"Cereals, primary",2001,94.625
United States of America,"Cereals, primary",2002,136.0
United States of America,"Cereals, primary",2003,119.875
United States of America,"Cereals, primary",2004,112.125
United States of America,"Cereals, primary",2005,116.875
United States of America,"Cereals, primary",2006,148.125
United States of America,"Cereals, primary",2007,199.875
United States of America,"Cereals, primary",2008,218.75
United States of America,"Cereals, primary",2009,178.375
United States of America,"Cereals, primary",2010,203.875
United States of America,"Cereals, primary",2011,263.125
United States of America,"Cereals, primary",2012,328.25
United States of America,"Cereals, primary",2013,249.0
United States of America,"Cereals, primary",2014,215.75
United States of America,"Cereals, primary",2015,187.125
United States of America,"Cereals, primary",2016,162.875
United States of America,"Cereals, primary",2017,178.875
United States of America,"Cereals, primary",2018,201.125
United States of America,"Cereals, primary",2019,201.375
United States of America,"Cereals, primary",2020,233.75
United States of America,"Cereals, primary",2021,274.35
United States of America,"Cereals, primary",2022,334.925
